Gender,Chain,PaymentMethod,Occupation,Age,FamilySize,Income,PurchaseAmount
Male,Major B,StoreCard,Professional,68,2,14400,76.29
Female,Major B,Cash,Professional,44,2,89900,76.28
Female,Major D,DebitCard,Other,68,3,0,76.26
Male,Minor B,Cash,Other,81,4,18400,76.19
Male,Major B,Cash,Retired,64,2,55300,76.19
Female,Other,Cash,Other,57,1,58400,76.12
Male,Major E,StoreCard,Other,79,1,41700,76.09
Male,Regional B,Cash,Military,36,2,36000,76.02
Male,Major E,Cash,Sales,41,4,88100,75.95
Female,Major B,StoreCard,Retired,80,2,17250,75.92
Female,Major D,Cash,Owners,34,2,55700,75.9
Female,Major A,Cash,Retired,55,4,89600,75.9
Male,Regional B,Cash,Other,29,3,23500,75.9
Female,Major E,Cash,Retired,34,5,13100,75.8
Male,Major A,Cash,Other,44,3,55000,75.79
Male,Regional C,Cash,Professional,42,2,3100,75.77
Female,Other,Cash,Retired,60,3,91200,75.74
Female,Major A,Cash,Other,35,3,49000,75.66
Female,Major A,Cash,Retired,28,2,74500,75.66
Male,Major B,StoreCard,Professional,53,3,7850,75.65
Female,Major A,DebitCard,Other,56,4,14700,75.62
Male,Regional A,StoreCard,Retired,21,1,13650,75.61
Female,Other,DebitCard,Professional,66,3,40400,75.59
Female,Other,Cash,Service,63,2,7250,75.52
Male,Regional D,Check,Owners,64,2,24300,75.51
Male,Major E,Check,Other,33,1,7350,75.47
Female,Major E,Cash,Other,57,4,3500,75.4
Male,Major A,StoreCard,Retired,63,2,25900,75.38
Female,Regional C,Check,Professional,62,5,4150,75.23
Female,Other,StoreCard,Other,56,3,44600,75.03
Female,Other,Cash,Other,79,1,17550,74.95
Male,Major B,Cash,Other,41,2,13350,74.93
Male,Major A,Cash,Professional,47,2,40600,74.64
Female,Major A,Cash,Skilled,57,1,1400,74.57
Male,Major D,Cash,Service,36,2,35000,74.52
Female,Major B,Cash,Professional,52,5,57700,74.5
Male,Major E,StoreCard,Other,89,1,29200,74.43
Female,Other,Cash,Other,26,1,57000,74.36
Female,Major E,Cash,Skilled,39,2,75500,74.27
Female,Major B,StoreCard,Other,70,1,5750,74.23
Female,Regional D,StoreCard,Other,44,5,15750,74.15
Male,Major A,Cash,Owners,64,3,40000,74.15
Female,Regional D,Cash,Retired,72,4,5750,74.12
Female,Regional D,Cash,Other,40,1,50800,74.11
Male,Other,Cash,Other,48,1,0,74.08
Male,Regional C,DebitCard,Other,54,2,0,74.08
Male,Major A,Cash,Professional,57,1,86300,74.05
Female,Major D,Cash,Skilled,67,2,4550,74.04
Female,Regional C,Cash,Owners,21,2,45400,74
Female,Other,Cash,Service,34,2,1500,73.99
Female,Major D,Cash,Skilled,32,3,38200,73.99
Female,Major E,Cash,Sales,27,4,53100,73.98
Male,Other,StoreCard,Skilled,77,3,39900,73.98
Female,Major E,Cash,Professional,34,1,63000,73.92
Male,Major D,Cash,Other,64,1,43200,73.88
Female,Major A,Cash,Owners,20,2,18350,73.87
Male,Other,Cash,Retired,67,1,76100,73.86
Female,Regional B,Cash,Other,50,2,22800,73.84
Male,Major A,Cash,Other,49,4,91200,73.76
Female,Major E,Cash,Other,71,2,28800,73.73
Male,Major B,Cash,Other,56,1,74500,73.62
Female,Major D,Check,Other,34,2,12750,73.49
Female,Major A,Cash,Retired,30,4,6950,73.4
Female,Major D,Check,Service,62,2,19000,73.33
Female,Major A,DebitCard,Service,34,2,0,73.3
Male,Major D,Check,Other,48,2,61700,73.26
Male,Major B,Cash,Other,36,1,91500,73.25
Female,Regional D,Cash,Service,40,4,10750,73.18
Female,Other,Cash,Service,32,4,10550,73.13
Female,Major A,DebitCard,Sales,27,1,34000,73.13
Male,Major B,StoreCard,Skilled,74,2,24100,73.11
Female,Major E,Check,Other,45,1,64200,73.1
Female,Major A,Cash,Sales,47,6,87100,73.1
Male,Major A,Cash,Other,81,2,25400,73.05
Male,Other,StoreCard,Skilled,41,5,49400,72.93
Male,Major A,Cash,Owners,67,3,40200,72.89
Female,Regional C,StoreCard,Service,35,3,18150,72.88
Female,Major B,StoreCard,Retired,58,2,36400,72.86
Male,Major B,Check,Military,48,1,76400,72.85
Female,Major B,StoreCard,Other,76,2,4950,72.82
Male,Other,Cash,Service,32,4,14450,72.82
Male,Major E,Check,Professional,75,2,71600,72.78
Male,Major A,Cash,Other,35,1,46400,72.7
Male,Other,Cash,Sales,29,5,83300,72.69
Female,Major A,Cash,Other,30,3,35200,72.59
Female,Major A,Cash,Skilled,75,3,21000,72.57
Female,Other,Cash,Other,19,1,3800,72.54
Female,Other,Cash,Service,32,4,14750,72.52
Female,Major A,DebitCard,Other,54,4,31300,72.47
Female,Regional C,Cash,Other,49,2,57300,72.47
Male,Regional C,Cash,Laborer,66,4,50600,72.46
Female,Regional A,StoreCard,Owners,41,3,44800,72.42
Female,Other,Cash,Other,54,2,48000,72.36
Male,Major D,StoreCard,Other,31,3,6750,72.34
Female,Major A,Cash,Sales,23,2,1800,72.32
Female,Major E,Cash,Professional,88,6,24100,72.32
Female,Major A,Cash,Service,30,2,69800,72.31
Female,Major D,Check,Professional,53,2,34300,72.19
Male,Major A,Cash,Professional,27,4,8050,72.17
Female,Regional A,Cash,Other,28,1,50400,72.11
Male,Other,DebitCard,Retired,26,2,20600,72.1
Female,Regional B,Cash,Skilled,29,2,27500,72.08
Female,Major A,Cash,Skilled,44,2,22800,72.07
Female,Major A,Cash,Other,47,1,76600,72.01
Female,Regional B,Cash,Other,44,1,0,71.96
Male,Regional A,Check,Other,26,2,6650,71.95
Male,Major E,Cash,Sales,60,3,38500,71.9
Female,Major E,StoreCard,Other,28,2,91400,71.88
Female,Other,Cash,Retired,47,2,62700,71.82
Female,Major A,Cash,Other,30,3,41800,71.78
Female,Regional A,StoreCard,Professional,65,7,14700,71.62
Male,Regional C,Cash,Other,28,1,21100,71.61
Female,Major B,Cash,Owners,29,3,36000,71.58
Female,Major E,Cash,Other,54,4,83300,71.54
Male,Regional C,Cash,Other,47,1,1700,71.44
Male,Major A,Cash,Retired,61,2,86000,71.39
Female,Major A,Cash,Retired,45,3,23300,71.36
Female,Regional B,Check,Retired,30,2,48600,71.34
Male,Major B,StoreCard,Other,47,3,0,71.32
Female,Major B,StoreCard,Other,54,1,52400,71.27
Female,Other,Cash,Service,64,2,24400,71.26
Male,Other,Cash,Other,71,2,41600,71.13
Male,Other,Cash,Skilled,52,4,35200,71.03
Female,Major E,Cash,Other,81,3,14200,71.02
Male,Major B,StoreCard,Professional,46,3,2400,70.99
Female,Regional D,Cash,Skilled,56,2,44100,70.98
Male,Major A,Cash,Other,42,1,28000,70.91
Female,Other,Check,Other,48,1,29900,70.88
Female,Major A,Cash,Owners,29,2,32100,70.87
Female,Regional B,DebitCard,Other,27,2,27100,70.86
Female,Major A,Cash,Professional,39,5,10650,70.78
Female,Other,Cash,Sales,48,1,24800,70.77
Female,Major D,Cash,Other,82,2,9350,70.75
Male,Major A,Cash,Other,57,1,28800,70.72
Female,Other,Cash,Skilled,39,6,19300,70.7
Female,Other,Cash,Retired,36,4,36700,70.7
Male,Major B,StoreCard,Other,62,1,69500,70.7
Female,Major A,Cash,Skilled,45,7,83300,70.68
Female,Major A,Cash,Skilled,42,4,75700,70.64
Female,Major E,Check,Other,25,2,3900,70.59
Male,Other,StoreCard,Other,67,4,35500,70.56
Male,Major A,Cash,Other,52,2,90400,70.55
Male,Major A,Cash,Retired,40,1,43300,70.5
Female,Regional C,Cash,Clerical,33,3,43800,70.46
Female,Major A,Cash,Other,27,2,63300,70.41
Female,Regional C,DebitCard,Skilled,54,5,82800,70.41
Male,Major A,Cash,Retired,64,2,10350,70.35
Female,Major B,Check,Military,29,2,86300,70.33
Male,Major A,Cash,Retired,36,2,29100,70.3
Female,Major D,Check,Professional,36,2,51200,70.27
Male,Major A,Cash,Service,30,2,50200,70.16
Female,Regional C,Check,Clerical,59,4,18550,70.13
Female,Other,Cash,Skilled,36,3,58500,70.13
Male,Other,Cash,Retired,78,1,87700,70
Female,Major A,Cash,Retired,20,2,51600,69.74
Female,Other,Cash,Other,56,1,86500,69.63
Female,Regional C,Check,Owners,59,3,4650,69.55
Male,Major A,Other,Owners,29,2,26200,69.54
Female,Other,Cash,Other,26,1,27700,69.48
Male,Major E,Cash,Other,42,1,33500,69.35
Female,Major E,DebitCard,Other,25,7,300,69.24
Male,Major D,Cash,Service,66,2,69200,69.24
Male,Other,Cash,Retired,62,2,33800,69.22
Male,Regional D,Cash,Other,56,3,27400,69.19
Female,Other,Cash,Retired,31,2,8700,69.05
Female,Major B,Cash,Other,56,1,500,69
Male,Regional C,Check,Owners,63,2,91800,68.85
Female,Major A,DebitCard,Other,34,2,36700,68.72
Male,Major B,Cash,Skilled,47,4,57400,68.54
Female,Regional C,Check,Sales,22,3,40400,68.52
Female,Major B,Cash,Other,19,1,7800,68.39
Female,Other,Cash,Owners,39,3,50300,68.35
Female,Regional A,StoreCard,Skilled,52,2,52000,68.22
Female,Major B,StoreCard,Other,80,1,12250,68.19
Female,Major A,Cash,Skilled,79,2,7650,68.14
Female,Major D,StoreCard,Sales,36,3,8850,68.07
Female,Other,Check,Other,69,1,100,68.06
Female,Major B,StoreCard,Professional,53,2,7750,67.95
Female,Major A,Cash,Retired,47,2,63900,67.95
Female,Other,Cash,Other,68,3,44900,67.89
Female,Regional C,Cash,Other,55,1,30400,67.88
Female,Major A,Cash,Professional,19,8,24700,67.81
Female,Major B,Cash,Service,76,4,45000,67.81
Male,Major D,Cash,Retired,79,2,9850,67.69
Female,Major B,Cash,Other,75,4,24100,67.68
Male,Regional C,Cash,Professional,42,2,0,67.42
Female,Regional B,Cash,Retired,20,1,28700,67.29
Male,Major D,Check,Professional,71,3,35800,67.15
Male,Regional B,Cash,Retired,29,1,44200,67.1
Female,Other,Cash,Other,75,1,48500,67.08
Female,Major D,Cash,Sales,62,1,13250,67.07
Female,Major A,Cash,Owners,36,3,21400,67.06
Female,Major A,DebitCard,Retired,46,4,29400,66.88
Male,Major A,Check,Owners,82,2,19100,66.85
Male,Other,StoreCard,Service,26,4,36700,66.82
Male,Major B,Cash,Other,64,4,4200,66.72
Female,Regional D,Cash,Skilled,41,4,61100,66.63
Male,Regional C,Cash,Other,25,3,46300,66.57
Female,Regional B,Cash,Other,57,1,34400,66.41
Male,Major E,StoreCard,Owners,69,2,5250,66.17
Male,Regional C,StoreCard,Service,59,4,0,66.11
Male,Major A,Cash,Retired,61,4,58300,66.09
Female,Major A,Cash,Other,53,3,2900,66.01
Female,Major A,Cash,Skilled,36,6,88400,65.97
Male,Major B,StoreCard,Service,41,3,15650,65.97
Female,Other,Cash,Skilled,20,1,23800,65.82
Female,Major A,Cash,Service,24,4,39600,65.79
Male,Major B,StoreCard,Other,43,1,83400,65.69
Female,Major D,Check,Owners,82,2,4000,65.68
Male,Major A,Cash,Other,59,4,88500,65.56
Female,Regional A,Cash,Other,36,1,91100,65.47
Male,Other,Cash,Service,48,3,86500,65.29
Male,Major A,Cash,Sales,66,1,9350,65.08
Female,Other,Cash,Retired,71,2,26700,65.05
Female,Major A,Cash,Service,39,2,2100,65.03
Female,Major E,Cash,Retired,36,2,3300,64.93
Male,Major B,Check,Other,68,2,0,64.85
Male,Major A,Cash,Other,37,2,60400,64.64
Male,Major B,StoreCard,Other,43,1,92000,64.57
Female,Other,Cash,Service,41,7,44900,64.4
Female,Other,Cash,Retired,46,5,91900,64.21
Female,Major B,StoreCard,Other,42,1,38800,64.17
Male,Major A,Cash,Professional,27,2,40800,64.11
Male,Major A,Cash,Service,35,5,69700,64.04
Female,Major D,Cash,Skilled,67,3,46100,63.91
Female,Major A,Cash,Retired,50,3,27700,63.88
Female,Regional C,Cash,Skilled,41,4,28200,63.76
Female,Other,Cash,Other,28,2,16550,63.72
Female,Major D,Cash,Other,48,2,70600,63.64
Female,Other,Cash,Other,64,3,26400,63.53
Male,Major A,Cash,Other,29,4,50800,63.43
Male,Major B,StoreCard,Other,34,3,32700,63.3
Female,Major D,Check,Skilled,49,3,4300,63.23
Male,Major D,Cash,Other,44,2,36300,63.18
Male,Other,Check,Other,44,3,29300,63.15
Male,Major A,Check,Other,43,1,19900,63.13
Female,Major D,Cash,Other,37,3,31000,62.86
Male,Regional B,Cash,Retired,42,6,63500,62.7
Female,Major A,Cash,Owners,29,3,65900,62.67
Female,Other,Check,Retired,76,3,21700,62.58
Female,Major A,Cash,Retired,37,3,1800,62.5
Female,Major B,DebitCard,Other,58,4,41700,62.43
Female,Major A,Cash,Other,20,3,2100,62.4
Female,Major E,Check,Clerical,21,1,30500,62.14
Male,Major A,DebitCard,Clerical,82,2,40100,62.09
Male,Major A,DebitCard,Skilled,44,2,59600,61.98
Male,Major B,Cash,Professional,36,4,68900,61.94
Female,Major B,Cash,Professional,52,5,53400,61.92
Female,Major B,Check,Sales,34,1,90000,61.88
Female,Major E,StoreCard,Other,30,2,39000,61.8
Female,Major D,Cash,Other,23,2,42500,61.66
Female,Regional A,Cash,Professional,80,4,13550,61.37
Female,Major B,Check,Other,29,6,56700,61.25
Female,Other,Cash,Retired,30,5,72500,61.18
Male,Other,StoreCard,Professional,63,1,0,61.09
Female,Other,Cash,Owners,24,2,12450,60.95
Female,Major B,Cash,Other,56,2,57000,60.88
Male,Major D,Check,Other,80,2,25300,60.85
Male,Major A,Cash,Retired,64,2,43700,60.84
Male,Major B,StoreCard,Other,65,1,39200,60.82
Male,Other,Cash,Other,56,1,87000,60.6
Female,Major B,DebitCard,Sales,48,2,83500,60.43
Male,Major A,Cash,Other,52,3,35500,60.43
Female,Major B,DebitCard,Sales,27,2,47000,60.41
Male,Major A,Cash,Other,44,2,54000,60.27
Female,Other,Cash,Retired,40,1,46900,60.21
Female,Major E,StoreCard,Other,76,1,17700,60.15
Male,Major A,Cash,Other,36,3,70800,59.96
Female,Major A,Cash,Sales,42,2,5200,59.92
Female,Regional A,Cash,Other,35,1,28700,59.84
Male,Major A,Cash,Professional,53,2,9850,59.81
Male,Major A,DebitCard,Other,68,3,43500,59.74
Female,Major B,Check,Other,77,1,86000,59.33
Female,Major D,StoreCard,Sales,36,3,6350,59.24
Male,Major B,Cash,Owners,59,3,8250,59.01
Female,Major A,Cash,Other,64,3,19900,58.99
Male,Regional D,Cash,Skilled,36,6,69200,58.99
Male,Regional C,DebitCard,Other,48,1,85500,58.91
Female,Regional B,Cash,Other,25,1,50600,58.88
Female,Major A,Cash,Other,35,1,30000,58.82
Male,Regional D,Cash,Other,53,2,0,58.66
Female,Major A,DebitCard,Professional,46,4,36300,58.55
Male,Major E,StoreCard,Clerical,71,4,56200,58.43
Male,Other,Check,Other,68,2,0,58.4
Female,Other,Cash,Retired,40,1,43900,58.36
Male,Regional C,DebitCard,Military,48,3,44500,58.36
Female,Other,Cash,Skilled,68,9,27400,57.91
Female,Regional C,Check,Professional,27,4,10050,57.89
Female,Major B,Cash,Other,20,1,3800,57.66
Male,Major A,Check,Skilled,73,6,25300,57.66
Male,Other,Check,Professional,85,2,23300,57.61
Male,Other,Cash,Professional,27,2,87000,57.42
Female,Regional C,Cash,Retired,23,1,89300,57.32
Male,Major B,StoreCard,Other,43,1,82800,57.3
Male,Regional C,Cash,Skilled,38,3,0,57.14
Male,Major A,Cash,Other,31,1,5500,57.14
Female,Other,Cash,Other,48,2,0,56.88
Male,Other,Check,Retired,49,2,26100,56.86
Female,Major B,Cash,Other,38,5,72100,56.82
Female,Major D,Cash,Other,36,6,69800,56.8
Female,Major B,StoreCard,Other,47,2,4900,56.71
Female,Regional B,Cash,Other,44,1,51200,56.62
Female,Regional A,Cash,Sales,42,3,63100,56.29
Male,Other,Cash,Retired,46,1,38500,56.22
Male,Other,Cash,Other,61,3,42400,56.21
Female,Regional D,Cash,Sales,37,1,24100,56.05
Female,Major D,Cash,Other,34,4,39900,55.56
Female,Major A,Cash,Skilled,74,2,31000,55.35
Female,Minor B,StoreCard,Professional,29,2,74300,55.21
Female,Major B,DebitCard,Other,37,3,84900,55.18
Female,Major A,Cash,Retired,80,4,45500,54.99
Female,Major D,Check,Professional,30,2,11350,54.73
Female,Other,Cash,Other,40,3,0,54.67
Female,Regional C,StoreCard,Other,38,3,13550,54.61
Female,Regional B,Cash,Skilled,62,4,0,54.59
Male,Major A,Cash,Other,26,1,0,54.55
Female,Major A,Cash,Other,35,1,30800,54.53
Female,Major E,StoreCard,Service,25,4,42000,54.53
Male,Other,DebitCard,Military,32,3,4900,54.42
Male,Major D,Cash,Skilled,44,2,65200,54.36
Female,Major A,StoreCard,Professional,29,2,70500,54.35
Male,Major E,Check,Professional,62,5,72500,54.34
Male,Regional C,Cash,Sales,47,6,84600,54.3
Female,Major A,Cash,Skilled,37,4,52600,54.26
Male,Major A,Cash,Other,60,4,32700,54.17
Female,Major D,Check,Other,34,5,90700,54.07
Male,Other,StoreCard,Other,44,2,44900,53.87
Male,Major B,StoreCard,Retired,33,3,36900,53.85
Female,Major B,Cash,Other,39,1,38700,53.73
Male,Regional C,Cash,Other,26,1,35400,53.58
Male,Major A,Cash,Other,26,1,0,53.55
Female,Regional D,Cash,Other,27,4,90800,53.5
Female,Other,Cash,Owners,41,7,43700,53.49
Female,Regional D,StoreCard,Other,27,6,0,53.27
Female,Major A,Cash,Retired,55,4,88700,53.27
Female,Major B,Cash,Other,30,1,90200,53.21
Male,Regional C,Cash,Other,73,1,54700,53.17
Female,Major E,Check,Other,25,1,0,53.16
Female,Other,Cash,Other,61,2,22600,53.07
Male,Other,StoreCard,Other,44,2,48300,53.07
Female,Regional B,Cash,Retired,29,3,9550,52.91
Female,Major B,Cash,Owners,59,3,8050,52.79
Female,Regional C,Check,Retired,37,2,34100,52.73
Female,Major D,Cash,Retired,51,2,83900,52.71
Female,Major A,Cash,Other,68,3,91500,52.6
Female,Major A,Cash,Owners,38,5,85000,52.39
Female,Major B,Cash,Other,76,1,25500,52.29
Male,Regional D,Cash,Military,48,5,0,51.92
Female,Major D,Cash,Other,43,1,27800,51.42
Male,Major B,Cash,Retired,44,2,12550,51.02
Female,Other,Cash,Service,41,7,38500,50.9
Male,Regional C,Cash,Sales,28,2,7150,50.77
Male,Regional A,StoreCard,Owners,41,3,43100,50.5
Male,Other,Cash,Retired,46,5,8650,50.49
Female,Major A,Cash,Sales,31,3,62000,50.41
Female,Major A,Cash,Other,79,3,18450,49.99
Female,Other,Cash,Other,74,2,38300,49.92
Male,Major E,Cash,Other,29,3,62500,49.47
Female,Major E,Cash,Service,25,2,50000,49.01
Male,Regional D,StoreCard,Other,72,3,36400,48.91
Female,Major A,Cash,Other,65,4,25500,48.88
Male,Major A,DebitCard,Skilled,64,3,14300,48.29
Male,Major E,StoreCard,Other,55,2,53600,48.26
Female,Major B,Cash,Other,22,5,10450,48.16
Male,Regional C,Cash,Service,85,2,20600,48.16
Male,Major B,Cash,Other,45,3,8800,48.15
Female,Major A,Cash,Other,25,2,48500,48.1
Female,Other,Cash,Skilled,32,4,36300,47.87
Female,Regional B,Cash,Sales,50,1,69000,47.84
Female,Major E,StoreCard,Other,31,2,43800,47.75
Male,Other,Cash,Service,26,5,59000,47.73
Male,Regional A,Cash,Other,53,3,83000,47.57
Female,Major A,Cash,Other,57,1,45000,47.54
Female,Other,Cash,Skilled,36,6,12150,47.34
Female,Regional A,Cash,Other,42,5,44800,47.26
Female,Regional A,Cash,Other,41,2,55100,47.25
Female,Major B,Check,Owners,61,3,16500,47.22
Female,Regional C,Cash,Sales,28,2,83000,47.21
Female,Major A,Cash,Professional,55,2,43500,47.06
Male,Regional C,Cash,Clerical,33,3,42000,46.93
Female,Major D,Cash,Other,34,5,85000,46.43
Female,Major A,Cash,Retired,51,3,1700,46.41
Male,Major E,StoreCard,Other,74,1,15950,46.35
Male,Other,Cash,Other,36,1,70700,46.35
Male,Other,StoreCard,Retired,30,4,64800,46.08
Female,Major A,Cash,Other,76,1,15550,45.98
Male,Major E,Cash,Other,29,6,50600,45.92
Male,Regional B,DebitCard,Skilled,32,2,64600,45.55
Female,Major D,Cash,Other,33,2,1700,45.15
Female,Regional D,StoreCard,Other,82,4,24900,45.08
Female,Major A,Cash,Service,45,4,17300,45.02
Male,Major A,Cash,Retired,29,2,18000,44.97
Female,Major A,Cash,Other,51,4,57800,44.96
Female,Regional C,Cash,Sales,40,4,36500,44.76
Male,Regional A,Cash,Other,28,2,28200,44.47
Female,Major B,Check,Service,62,6,15900,44.4
Female,Other,Cash,Sales,58,4,68600,44.35
Male,Major A,Cash,Retired,30,1,35900,44.31
Female,Other,Cash,Service,51,5,0,44.26
Female,Major A,Cash,Owners,69,1,25000,44.16
Male,Other,Cash,Professional,43,2,63100,44.15
Female,Major B,Cash,Other,53,2,50600,44.12
Female,Major B,Cash,Skilled,52,3,2500,44.06
Male,Other,Cash,Other,75,1,40800,43.68
Female,Major B,StoreCard,Other,49,1,56800,43.63
Male,Major A,Cash,Other,52,3,35700,43.38
Female,Major A,Cash,Other,65,4,24800,43.2
Male,Major B,Cash,Other,52,3,700,43.14
Male,Major A,Cash,Skilled,48,3,21800,42.98
Female,Major D,Cash,Other,32,2,30300,42.96
Male,Major A,Cash,Other,30,1,47600,42.9
Male,Major E,Cash,Other,32,1,22500,42.81
Female,Other,Cash,Skilled,32,4,37000,42.44
Female,Major A,Cash,Other,26,1,5000,42.16
Female,Major B,Cash,Other,27,1,31000,42.11
Male,Major D,Cash,Other,24,5,18000,41.95
Female,Regional B,DebitCard,Skilled,65,4,18700,41.83
Female,Major A,Cash,Service,50,4,83900,41.55
Female,Other,Cash,Clerical,44,2,90200,41.44
Male,Regional C,Cash,Other,27,2,28900,41.43
Male,Other,Cash,Service,51,5,48200,41.16
Female,Regional C,Cash,Other,30,1,10950,41.1
Female,Major A,Cash,Laborer,31,5,30900,40.65
Female,Major D,Cash,Other,28,2,41000,40.48
Female,Regional A,Cash,Service,42,3,62000,40.45
Male,Major E,Check,Other,32,1,30800,40.44
Male,Major B,StoreCard,Service,41,4,17200,40.2
Female,Other,Cash,Skilled,67,2,5850,40.17
Female,Major B,Cash,Skilled,54,4,1300,40.13
Male,Major A,Cash,Other,28,2,33600,40.04
Male,Major B,StoreCard,Other,70,1,39400,39.45
Female,Major E,Cash,Sales,34,1,89400,38.89
Male,Other,Cash,Other,48,1,82800,37.71
Female,Major A,Cash,Retired,28,2,61400,37.49
Female,Major A,Cash,Professional,28,1,19300,37.24
Female,Major A,Cash,Retired,46,2,46500,36.17
Female,Major A,Cash,Retired,38,4,39200,36.14
Female,Minor B,Cash,Other,51,2,14200,35.69
Female,Major D,Cash,Owners,50,2,71000,35.56
Female,Regional B,DebitCard,Skilled,65,4,19400,34.58
Female,Major D,Cash,Other,36,1,84500,34.55
Female,Regional A,Cash,Other,42,5,46600,33.87
Female,Major A,Cash,Other,79,3,6750,33.8
Male,Major A,DebitCard,Other,25,3,14400,33.7
Male,Major A,Cash,Service,30,2,59500,33.49
Male,Major A,Cash,Other,49,1,2600,33.29
Male,Major A,Cash,Retired,30,1,29200,32.72
Female,Major A,Cash,Other,50,2,87500,32.68
Female,Regional A,Cash,Other,34,3,4700,32.51
Female,Major D,Cash,Other,34,5,83300,32.51
Female,Regional D,Cash,Other,34,2,16700,31.52
Female,Major B,Check,Clerical,47,2,4300,31.13
Female,Regional A,Cash,Other,42,5,46000,31.08
Female,Other,Cash,Other,20,1,2300,30.68
Male,Major D,Cash,Retired,65,3,46700,30.38
Male,Other,Cash,Other,35,3,22900,30.35
Female,Regional D,Check,Other,41,1,56800,30.18
Female,Major A,Cash,Owners,49,2,52000,29.63
Female,Major A,Cash,Skilled,28,1,51500,29.04
Male,Regional A,Cash,Owners,65,1,53300,28.83
Female,Other,StoreCard,Other,44,2,51400,27.59
Female,Major D,Cash,Retired,38,4,46100,27.53
Male,Major A,Check,Other,41,1,89000,27.53
Female,Major E,Cash,Skilled,49,3,0,26.58
Male,Major B,Cash,Other,29,1,57300,26.33
Male,Regional A,Cash,Other,28,2,28000,23.9
Female,Regional A,Cash,Other,29,1,83800,23.71
Female,Other,Check,Owners,39,4,91300,21.88
Female,Major D,Cash,Other,33,1,30800,20.91
Male,Regional C,Check,Owners,44,2,0,20.91
Male,Major D,StoreCard,Retired,50,2,3900,20.75
Male,Other,Cash,Owners,66,5,29500,20.5
Female,Other,Cash,Retired,80,2,13200,19.27
Female,Major A,Cash,Service,45,4,16100,18.64
Female,Minor C,Check,Professional,84,5,69300,18.02
Female,Major E,Cash,Professional,54,6,89000,17.57
Female,Major E,StoreCard,Other,57,1,40000,15.53
Male,Major A,DebitCard,Service,64,4,85900,13.16
Male,Major B,Check,Other,50,1,3500,12.04
Female,Major A,DebitCard,Other,48,4,87100,11.27
Male,Major B,StoreCard,Retired,81,2,35500,10.32
Male,Regional B,StoreCard,Other,75,4,34800,10.17
Female,Other,Cash,Retired,20,3,44900,9.97
Male,Regional D,Cash,Skilled,34,4,23500,9.9
Male,Major A,Cash,Retired,72,4,34500,9.87
Female,Major D,StoreCard,Service,40,3,6900,9.86
Male,Major B,StoreCard,Retired,36,4,88500,9.84
Male,Other,Check,Owners,39,2,9950,9.83
Male,Other,Cash,Skilled,34,4,27000,9.8
Female,Major D,Cash,Retired,39,1,87600,9.75
Male,Regional C,Check,Retired,30,1,3800,9.65
Female,Other,Cash,Other,50,1,8800,9.59
Female,Major D,Cash,Service,33,2,89100,9.54
Female,Other,Check,Retired,31,2,18600,9.53
Female,Major A,Cash,Other,55,2,100,9.52
Female,Major D,Check,Owners,62,3,29200,9.45
Male,Major A,Cash,Owners,52,2,0,9.38
Male,Other,Cash,Service,37,4,65500,9.35
Male,Other,Cash,Skilled,43,5,0,9.34
Male,Regional D,Cash,Other,58,1,7750,9.33
Male,Major E,Cash,Other,87,1,30100,9.28
Male,Regional D,StoreCard,Professional,68,4,58400,9.26
Female,Regional B,Cash,Other,25,1,2000,9.25
Female,Major E,DebitCard,Skilled,31,2,41300,9.25
Female,Other,Other,Other,41,6,77100,9.25
Female,Major D,Check,Other,46,1,100,9.23
Female,Regional C,DebitCard,Other,75,3,92000,9.19
Male,Other,Cash,Military,66,4,59100,9.11
Male,Major E,Check,Skilled,39,3,6850,9.06
Female,Other,Cash,Owners,39,2,26900,9.04
Male,Major A,DebitCard,Skilled,74,2,26600,8.93
Female,Major E,StoreCard,Other,58,1,13850,8.86
Female,Major A,Cash,Other,43,4,1800,8.85
Female,Other,StoreCard,Other,31,1,3700,8.85
Female,Other,Cash,Other,34,1,4300,8.85
Male,Major A,Cash,Other,55,4,52300,8.76
Female,Regional D,Cash,Skilled,39,3,12950,8.72
Male,Major A,Cash,Other,37,1,54000,8.72
Male,Major A,Cash,Service,68,2,50900,8.69
Male,Major E,StoreCard,Other,30,1,17700,8.68
Female,Regional D,Check,Retired,28,2,46500,8.59
Female,Other,Cash,Other,25,1,12050,8.57
Female,Major A,Cash,Professional,50,4,74100,8.55
Female,Major A,Cash,Service,50,4,85100,8.55
Male,Other,Cash,Professional,72,7,24500,8.54
Female,Major A,Cash,Retired,29,1,37300,8.52
Female,Major E,StoreCard,Retired,28,2,15300,8.5
Female,Other,Cash,Skilled,18,2,90300,8.46
Male,Major A,Cash,Professional,64,4,51200,8.4
Female,Major A,Cash,Other,45,2,30900,8.36
Female,Major B,StoreCard,Other,48,1,15500,8.35
Male,Major D,StoreCard,Skilled,35,2,52500,8.34
Male,Major B,StoreCard,Other,75,1,10550,8.3
Female,Major A,Cash,Professional,35,2,0,8.27
Female,Major A,Cash,Retired,40,1,38000,8.27
Male,Major A,Cash,Other,53,2,11750,8.22
Female,Major A,Check,Retired,79,3,23700,8.18
Male,Major A,Cash,Professional,72,2,86600,8.18
Female,Regional C,Cash,Other,32,1,46600,8.08
Male,Other,Cash,Sales,67,2,30000,8.08
